company_row_index_in_original,company_text,rank,insurance_label,score
6701,the sinton barbershop is a barber shop located in sinton texas united states | barbershop services hair styling personal care services | services | barber shops | barber shops,1,pet grooming services,0.2860668897628784
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,7,confectionery manufacturing,0.27039802074432373
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,8,testing and inspection services,0.2617606818675995
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,9,corporate training services,0.2586500942707062
4740,zhishang biotechco ltd is a chinese company that specializes in providing advanced laboratory instruments and biotechnology to a wide range of users both domestically and internationally the company has a network of national clinical trial drug agencies covering various cities in china including beijing shanghai guangzhou chengdu chongqing nanning kunming lanzhou xi an wuhan nanchang hefei hangzhou and changchun the team is composed of highly qualified professionals with expertise in medicine pharmacy nursing statistics and gcp training and has rich experience in clinical trials the products offered by the company include the qpcr series pcr instrument series metal bath series grinding tester series and coolcell freezing series | germ free bio band membranes product technical research data management regenerative bio high tech industrialization demonstration project life science and technology grinding tester series g100 g200 high throughput tissue b hard brain membrane patch metal bath series medical biology laboratory services pcr instrument series test design clinical trial monitoring qpcr series statistical analysis | manufacturing | laboratory equipment supplies | analytical laboratory instrument manufacturing,10,cabinetry manufacturing,0.25043126940727234
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,1,dairy production services,0.54462730884552
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,2,animal feed manufacturing,0.5320687294006348
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,3,meat processing services,0.5222851634025574
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,4,agricultural equipment services,0.504454493522644
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,5,livestock dealer services,0.48158448934555054
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,6,agricultural machinery installation,0.4690723717212677
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,7,food processing services,0.46812981367111206
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,8,animal training services,0.45766764879226685
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,9,grain processing services,0.41018861532211304
3181,san bonani farm is a company that aims to support the agricultural industry in modernizing and transitioning from loss to profit they are currently in the process of obtaining funding to establish a dairy farm in panama the company s mission is to become the most efficient milk producer in the region by implementing european technologies and north american output farming practices they plan to purchase a 175 hectare working farm with 150 milking cows in the bouquete district of panama where they will implement modern farming practices to increase daily yields per cow from 17 to 35 liters of milk san bonani will also implement sophisticated nutrition analysis and feed monitoring to provide personalized diets for each cow based on her specific nutritional requirements the welfare of the animals will be of the utmost importance with land redeveloped and reseeded to increase digestibility and the use of high protein crops and meal substitutes the farm will also regenerate the future herd with a high quality breed imported internationally through embryo transplantation | robotic feeders modern farming principles dairy farm management traffic management robotic cleaners calf growths applications crop data scanning animal husbandry services feed monitoring nutritional analysis services embryo transplantation high quality breeding stock herd regeneration services call monitoring | manufacturing | livestock animal raising | dairy cattle and milk production,10,bakery production services,0.39464086294174194
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,1,event planning services,0.5456900000572205
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,2,sports management services,0.4228672981262207
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,3,volunteer services,0.34530723094940186
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,4,project management services,0.34517115354537964
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,5,fundraising services,0.3430030345916748
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,6,marketing services,0.33614426851272583
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,7,tent manufacturing services,0.33180928230285645
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,8,public relations services,0.30743396282196045
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,9,advertising services,0.3062758147716522
4113,messenger events is a company that provides outdoor cinema services in the bay area they offer large inflatable screens equipment and staffing for setting up and breaking down outdoor movie screens the company is dedicated to building community through well organized and creative events | team and employee management vendor agreement crowd control project management volunteer management marketing strategy and efforts city permitting services | services | event planner services | promoters of performing arts sports and similar events without facilities,10,media production services,0.30583786964416504
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,1,animal feed manufacturing,0.39040613174438477
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,2,livestock dealer services,0.3557942807674408
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,3,dairy production services,0.34259772300720215
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,4,meat processing services,0.33942657709121704
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,5,animal training services,0.3374781608581543
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,6,pet food manufacturing,0.3250109553337097
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,7,veterinary services,0.3189222514629364
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,8,animal day care services,0.30934977531433105
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,9,commercial irrigation systems,0.30537235736846924
8142,de la foret is a farm that specializes in ethical free range poultry and eggs they grow healthy birds on grass pastures using natural regenerative practices and feeding them on original loam forest soils the farm does not use antibiotics or gmo feeds and all animals are free roaming their main product is the american bresse a bird species native to france that is known for its red white and blue feathers the company focuses on providing high quality healthy eggs and poultry for customers health | | manufacturing | poultry egg farms | chicken egg production,10,agricultural equipment services,0.30181634426116943
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,1,media production services,0.3527158498764038
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,2,arts services,0.27500641345977783
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,3,quality assurance services,0.19281798601150513
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,4,publishing services,0.19103869795799255
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,5,digital marketing services,0.18612222373485565
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,6,software development services,0.18372851610183716
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,7,marketing services,0.17737412452697754
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,8,branding services,0.17086109519004822
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,9,legal services,0.1687023937702179
7261,sean geisbush is a musician and audio engineer from southern california with an eclectic taste in music and experience in studio recording and mixing he offers professional services for musical and audio needs | | services | art music publishers | other sound recording industries,10,content creation services,0.166459858417511
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,1,health promotion services,0.4699415862560272
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,2,physical therapy services,0.40116095542907715
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,3,occupational health services,0.3903645873069763
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,4,insurance services,0.34743446111679077
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,5,community engagement services,0.34181299805641174
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,6,food safety services,0.315712571144104
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,7,medical gas installation services,0.30639320611953735
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,8,health and safety consulting,0.3030197024345398
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,9,veterinary clinics,0.30072957277297974
7675,the association of post op patients and their families is a japanese organization that aims to provide a supportive environment for patients with postoperative ulcers and their families the organization s main goal is to educate patients on the prevention and treatment of postoperative ulcer and to promote early recovery with the ultimate goal of reducing the number of patients with ulcers in the future the association offers information on membership and support for its members and provides a platform for them to share their experiences and knowledge | support services for bedsores patients non profit organization postoperative ulcers prevention healthcare services early recovery | services | clinics surgeons physicians | all other miscellaneous ambulatory health care services,10,water treatment services,0.29508042335510254
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,1,canning services,0.2612225115299225
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,2,frozen food processing,0.26053550839424133
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,3,corporate responsibility services,0.2535419166088104
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,4,agricultural equipment services,0.2509917914867401
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,5,seafood processing services,0.2450939118862152
9085,forever fresh llc is a grower owned vertically integrated fresh fruit sales and marketing company that specializes in chilean and peruvian products such as stonefruit cherries grapes apples and citrus | vert integrated fresh fruit sales citrus products peruvian products stonefruit custom packs apple products apples sweet cherries 24 7 customer support grape products wine grapes transparent communication stonefruit products cherries production direct sourcing from growers | wholesale | fruit vegetable markets stores | fresh fruit and vegetable merchant wholesalers,6,branding services,0.2431405931711197
